Time(hh:mm:ss),Temperature(C),1,2,3,4,5,6,7,8,9,10,11,12,,,,
,,1178.6,1173.039,1173.585,1229.356,1198.91,1193.591,1289.581,1533.47,1591.03,1153.574,1066.416,1193.034,,,,
,,162.883,163.655,162.355,161.954,163.63,176.191,171.958,180.115,181.147,57.32,55.861,56.794,,,,
,,,,,,,,,,,,,,,,,
30:00:00,37,348.365,337.044,343.411,518.889,504.959,499.24,700.659,771.322,854.454,172.57,180.76,213.981,,,,
,,337.841,329.679,338.33,550.673,465.45,454.509,715.082,691.705,860.589,804.71,736,757.264,,,,
,,340.467,333.011,328.677,553.136,449.712,451.802,678.082,768.584,855.194,812.343,754.673,946.619,,,,
,,579.747,432.534,500.778,871.043,701.813,718.699,1108.012,1200.483,1165.407,803.68,842.438,905.328,,,,
,,566.468,487.247,506.165,892.294,716.668,747.053,1146.748,1082.109,1183.655,1127.674,854.331,1274.875,,,,
,,583.403,468.1,493.958,920.815,695.914,754.776,1171.635,1221.19,1140.484,1165.13,1135.871,1008.641,,,,
,,1166.767,1179.7,1202.475,1258.243,1185.058,1189.525,1308.543,1557.62,1576.103,1166.936,1079.753,1208.308,,,,
,,160.8,165.086,167.029,162.02,166.403,177.339,170.947,181.01,185.833,57.151,55.797,57.531,,,,
,,,,,,,,,,,,,,,,,
31:00:00,37,356.283,339.438,342.308,530.175,521.816,508.656,714.149,787.687,862.341,172.292,179.275,214.624,,,,
,,346.187,337.199,339.734,561.516,472.982,467.285,720.166,701.959,869.946,821.298,760.501,772.613,,,,
,,343.546,335.341,344.197,566.267,453.467,461.764,696.532,782.022,859.264,821.868,781.283,963.677,,,,
,,591.556,445.203,518.878,880.968,707.362,741.639,1131.43,1214.747,1176.743,835.623,870.299,918.822,,,,
,,574.759,486.671,511.457,915.206,729.035,749.096,1156.467,1094.92,1186.67,1144.933,871.192,1295.42,,,,
,,580.315,485.543,515.774,927.218,705.929,762.624,1190.363,1272.046,1147.474,1162.024,1159.777,1040.383,,,,
,,1188.657,1184.263,1189.044,1244.398,1215.628,1222.468,1278.305,1539.83,1601.778,1196.237,1085.6,1211.778,,,,
,,163.937,163.672,163.619,161.065,162.413,178.893,173.247,182.385,183.761,57.208,57.447,55.128,,,,
,,,,,,,,,,,,,,,,,
32:00:00,37,359.206,346.743,348.462,537.554,533.384,516.595,733.334,814.873,887.571,173.051,179.596,212.708,,,,
,,349.372,340.213,349.21,570.957,479.956,483.504,734.146,722.799,903.776,841.249,767.92,785.21,,,,
,,351.502,337.399,342.186,582.406,467.849,467.073,702.246,797.301,888.652,842.628,788.232,989.097,,,,
,,605.905,446.364,524.762,903.547,731.533,740.288,1141.484,1240.751,1202.341,839.826,880.092,939.661,,,,
,,588.8,508.368,524.318,924.647,742.793,781.074,1155.479,1125.865,1209.422,1163.917,887.779,1308.694,,,,
,,600.624,489.927,521.546,944.232,725.069,782.244,1209.786,1276.27,1152.406,1196.069,1178.547,1038.313,,,,
,,1185.405,1193.806,1212.512,1273.614,1194.632,1214.552,1301.252,1552.886,1610.069,1206.022,1121.73,1233.917,,,,
,,161.807,164.603,163.635,162.414,164.577,174.209,169.754,184.015,184.651,57.765,54.886,57.425,,,,
,,,,,,,,,,,,,,,,,
33:00:00,37,366.288,357.681,357.82,553.351,543.383,530.181,745.174,826.394,906.851,171.08,181.625,215.692,,,,
,,361.868,350.223,355.782,586.833,499.241,491.893,761.541,740.151,921.272,860.742,789.351,805.811,,,,
,,352.313,351.622,355.339,593.752,466.609,485.531,735.354,825.362,913.56,861.473,809.372,1006.839,,,,
,,615.304,463.819,539.607,908.785,741.408,783.236,1158.357,1259.091,1220.933,871.426,901.795,969.42,,,,
,,604.277,504.897,533.196,951.446,764.962,784.324,1177.272,1141.498,1232.861,1208.94,898.378,1324.141,,,,
,,608.861,500.489,534.429,969.869,729.736,804.779,1199.067,1313.947,1198.222,1196.797,1199.139,1051.882,,,,
,,1214.706,1207.781,1213.513,1271.009,1228.381,1243.98,1297.007,1562.326,1633.464,1233.94,1148.562,1251.416,,,,
,,162.047,167.775,163.295,161.999,162.268,176.697,175.193,183.178,182.515,58.857,54.988,56.513,,,,
,,,,,,,,,,,,,,,,,
34:00:00,37,368.791,358.451,358.495,553.381,548.922,530.446,755.49,835.105,912.331,170.339,178.694,211.638,,,,
,,356.566,352.405,358.482,601.351,504.202,493.291,754.71,747.945,932.447,863.609,794.123,811.919,,,,
,,359.91,352.507,356.404,598.812,484.743,485.359,727.991,828.072,925.234,870.196,816.068,1011.506,,,,
,,625.253,464.871,539.596,918.883,756.491,781.162,1151.039,1278.74,1226.507,869.779,914.685,962.286,,,,
,,604.487,524.737,535.329,938.301,768.944,804.406,1173.519,1144.572,1243.122,1192.938,888.641,1345.262,,,,
,,626.918,503.155,543.823,972.906,750.88,806.364,1215.652,1298.872,1177.751,1219.375,1199.907,1050.789,,,,
,,1184.677,1200.708,1221.322,1274.544,1199.681,1228.139,1311.738,1563.065,1609.206,1227.076,1141.578,1242.363,,,,
,,159.561,165.183,162.215,163.918,160.859,175.237,171.611,181.417,188.294,54.79,56.182,57.076,,,,
,,,,,,,,,,,,,,,,,
35:00:00,37,381.891,367.471,366.628,573.719,562.125,552.185,776.711,852.885,940.733,171.529,178,213.804,,,,
,,375.103,359.671,365.831,608.142,518.488,510.676,776.603,765.613,960.892,894.641,827.12,832.713,,,,
,,365.35,362.574,358.494,615.319,493.26,496.75,745.191,858.372,927.7,892.959,828.785,1041.206,,,,
,,646.119,482.733,562.289,943.745,774.634,791.475,1155.806,1282.158,1239.603,889.857,944.105,997.574,,,,
,,620.251,533.175,555.729,961.484,787.528,817.039,1202.428,1188.54,1255.659,1239.154,918.293,1349.914,,,,
,,632.782,518.624,547.653,994.239,769.604,841.324,1243.292,1323.744,1220.616,1231.664,1226.748,1065.132,,,,
,,1222.301,1222.412,1235.661,1290.39,1217.28,1240.581,1311.238,1568.302,1634.284,1263.657,1173.259,1278.535,,,,
,,162.716,163.764,164.322,161.111,163.188,174.846,175.078,183.641,185.569,57.727,54.271,56.283,,,,
,,,,,,,,,,,,,,,,,
36:00:00,37,380.794,370.471,373.955,575.458,570.825,555.714,779.635,867.562,946.281,168.914,175.507,213.077,,,,
,,375.273,364.234,367.494,620.154,527.305,518.525,793.323,778.995,967.366,899.35,833.284,835.272,,,,
,,374.081,365.243,366.449,622.441,489.771,509.363,769.977,868.219,954.41,913.23,835.922,1047.127,,,,
,,646.916,485.839,566.86,953.975,775.055,807.994,1180.027,1301.095,1260.605,902.788,952.56,1015.626,,,,
,,623.123,541.795,559.92,969.548,795.582,818.016,1198.281,1185.39,1268.265,1246.857,922.935,1352.327,,,,
,,643.947,522.784,557.724,1005.826,758.323,844.502,1236.259,1360.689,1233.596,1243.945,1234.488,1081.637,,,,
,,1210.295,1210.344,1233.422,1289.488,1235.725,1241.347,1295.06,1565.534,1633.9,1274.85,1181.538,1276.831,,,,
,,161.233,164.85,162.703,160.37,161,179.58,172.119,184.996,187.856,57.044,56.025,57.217,,,,
,,,,,,,,,,,,,,,,,
37:00:00,37,392.101,380.622,383.855,592.115,590.058,572.201,804.913,897.675,974.807,170.414,180.937,216.427,,,,
,,387.304,372.041,376.508,635.531,540.443,532.655,808.001,793.958,998.828,926.382,848.523,856.754,,,,
,,389.46,372.871,380.499,641.335,507.895,522.878,790.356,886.409,976.078,939.525,873.085,1079.649,,,,
,,663.125,489.282,576.001,967.209,794.771,833.774,1205.801,1341.236,1282.55,931.44,980.881,1024.895,,,,
,,646.636,551.749,575.084,1016.563,814.157,841.091,1227.538,1198.236,1304.389,1260.812,946.836,1392.844,,,,
,,656.166,545.372,583.317,1017.018,787.938,853.863,1238.852,1376.968,1252.429,1292.564,1277.112,1099.057,,,,
,,1230.08,1224.476,1249.246,1290.296,1252.613,1267.071,1325.745,1602.283,1612.502,1301.342,1209.454,1289.176,,,,
,,164.354,168.252,163.467,163.251,161.125,176.263,175.127,184.557,187.104,59.137,55.395,56.288,,,,
,,,,,,,,,,,,,,,,,
38:00:00,37,396.393,382.197,390.416,599.505,594.906,582.553,818.33,904.088,988.231,173.498,180.695,215.089,,,,
,,385.725,379.54,382.664,644.903,545.568,543.557,823.029,808.918,1004.303,941.899,879.67,868.622,,,,
,,391.119,376.898,382.48,649.271,522.078,529.227,797.253,907.058,994.904,953.61,889.244,1084.102,,,,
,,666.838,502.911,594.704,987.483,812.387,834.546,1187.7,1345.607,1289.176,950.665,1001.848,1039.483,,,,
,,654.438,563.378,587.988,1010.323,836.396,857.791,1213.738,1237.029,1304.901,1276.707,957.09,1389.279,,,,
,,671.649,541.987,585.81,1038.398,809.609,884.93,1270.608,1382.978,1259.106,1292.86,1295.481,1121.813,,,,
,,1232.962,1242.452,1233.65,1308.193,1230.443,1251.466,1323.268,1587.166,1650.32,1320.253,1196.742,1300.438,,,,
,,159.891,167.46,165.655,162.205,162.957,176.015,175.436,182.105,187.798,57.426,57.253,56.45,,,,
,,,,,,,,,,,,,,,,,
39:00:00,37,404.193,390.049,393.385,618.442,607.266,592.538,836.37,922.147,1001.086,170.591,183.071,213.523,,,,
,,397.781,387.292,383.751,662.49,555.411,549.236,827.153,821.701,1029.795,954.574,876.962,879.75,,,,
,,394.196,384.532,391.068,659.02,534.587,538.745,810.592,922.34,1018.884,962.253,900.092,1117.923,,,,
,,681.997,508.48,601.537,1002.782,831.148,850.164,1208.452,1366.1,1313.92,958.976,1003.451,1046.684,,,,
,,665.068,574.862,598.676,1020.14,842.959,863.514,1224.804,1242.194,1336.358,1283.47,965.512,1430.887,,,,
,,680.573,566.037,601.16,1053.137,804.087,891.264,1272.169,1409.275,1256.602,1326.182,1303.989,1104.623,,,,
,,1232.823,1232.76,1257.109,1313.809,1259.232,1258.393,1321.8,1597.646,1647.693,1323.611,1238.653,1303.765,,,,
,,162.084,165.795,162.905,162.206,163.572,179.92,174.943,182.799,189.727,57.378,55.674,56.206,,,,
,,,,,,,,,,,,,,,,,
40:00:00,36.9,409.021,394.158,397.084,620.574,613.631,594.761,848.802,929.211,1004.69,168.977,180.231,214.369,,,,
,,402.004,390.811,393.714,668.894,557.351,556.003,852.618,834.092,1042.286,961.589,902.814,888.961,,,,
,,392.233,386.429,393.529,667.729,538.203,546.93,794.357,931.614,1027.639,981.825,907.336,1115.715,,,,
,,690.382,522.228,618.054,1003.785,825.402,871.765,1209.255,1370.673,1320.479,972.202,1030.394,1075.027,,,,
,,664.625,582.134,602.017,1032.522,849.26,873.923,1241.273,1229.935,1334.143,1307.107,969.079,1409.66,,,,
,,686.661,561.379,591.121,1077.523,820.956,894.124,1263.841,1426.667,1283.996,1310.373,1313.694,1112.736,,,,
,,1232.656,1240.346,1234.984,1297.963,1265.793,1266.961,1326.441,1584.405,1611.104,1336.598,1253.752,1326.327,,,,
,,160.152,166.267,167.66,164.008,158.093,179.386,174.103,183.078,187.677,56.68,56.715,56.728,,,,
,,,,,,,,,,,,,,,,,
41:00:00,37,412.496,400.358,402.363,630.845,622.526,607.03,854.677,940.259,1024.874,171.176,179.135,212.896,,,,
,,402.711,391.94,396.549,678.01,571.566,568.46,852.367,843.243,1060.214,979.183,914.842,896.195,,,,
,,403.059,395.622,396.385,675.485,552.99,556.818,829.622,950.905,1018.864,988.231,909.093,1134.936,,,,
,,701.334,519.916,621.108,1025.616,844.559,874.926,1209.532,1383.081,1323.622,997.528,1049.928,1085.595,,,,
,,687.569,587.541,608.423,1038.942,859.357,886.174,1237.08,1263.737,1331.684,1312.557,981.455,1416.552,,,,
,,690.811,580.7,614.747,1067.827,821.308,917.228,1284.596,1432.136,1294.927,1334.56,1311.231,1130.044,,,,
,,1236.18,1227.429,1258.136,1315.092,1253.995,1262.298,1304.794,1585.574,1654.028,1343.337,1246.585,1323.612,,,,
,,163.467,173.554,163.819,164.854,164.671,178.74,174.924,183.08,186.479,56.252,56.692,56.205,,,,
,,,,,,,,,,,,,,,,,
42:00:00,37,421.039,400.696,407.461,639.511,640.334,617.533,870.008,961.573,1047.053,172.867,179.58,215.702,,,,
,,414.939,401.483,408.03,689.838,578.664,577.82,867.463,854.443,1076.966,996.161,925.449,910.403,,,,
,,407.141,398.256,398.906,687.862,553.814,561.909,838.342,969.652,1039.34,999.796,950.337,1155.477,,,,
,,708.573,532.229,627.726,1032.103,855.132,880.151,1216.946,1397.077,1342.403,1015.937,1078.126,1101.985,,,,
,,688.876,606.688,629.579,1053.405,874.824,897.868,1249.626,1280.659,1350.127,1329.271,993.835,1437.84,,,,
,,718.973,578.732,617.021,1091.47,849.256,930.166,1292.336,1441.029,1303.759,1340.384,1334.333,1121.977,,,,
,,1240.148,1241.114,1259.378,1313.887,1244.651,1279.147,1306.462,1599.323,1657.424,1366.755,1249.468,1336.439,,,,
,,160.315,169.892,169.003,163.231,165.181,178.786,174.692,181.158,188.999,57.123,56.363,55.469,,,,
,,,,,,,,,,,,,,,,,
43:00:00,37,425.962,412.262,416.933,649.944,644.306,627.994,885.026,974.538,1056.656,171.187,181.345,216.005,,,,
,,416.314,405.745,413.232,695.615,589.001,584.365,874.828,874.634,1101.482,1016.406,940.582,919.922,,,,
,,417.069,405.866,418.324,701.699,563.325,579.464,849.261,972.897,1053.345,1020.822,964.79,1161.967,,,,
,,724.129,549.106,643.823,1036.214,853.702,899.853,1213.363,1425.581,1345.543,1032.41,1091.062,1109.433,,,,
,,704.238,608.093,638.866,1073.664,882.552,919.892,1248.547,1270.639,1372.109,1345.416,1000.984,1437.748,,,,
,,716.249,585.948,633.084,1110.952,864.028,923.676,1291.335,1456.093,1303.17,1356.572,1348.42,1143.654,,,,
,,1232.903,1250.821,1249.301,1306.253,1268.521,1269.909,1329.447,1613.99,1649.524,1381.71,1266.253,1338.713,,,,
,,164.117,170.04,164.634,163.811,162.923,178.849,177.398,184.698,187.624,56.195,55.741,56.858,,,,
,,,,,,,,,,,,,,,,,
44:00:00,37,433.962,415.337,421.302,660.516,647.522,640.17,892.988,981.717,1070.452,169.456,182.31,215.208,,,,
,,425.509,412.192,416.071,705.926,595.791,590.203,891.406,882.77,1109.907,1026.398,948.537,929.331,,,,
,,416.106,412.741,417.894,710.16,573.427,589.326,861.901,991.737,1060.114,1033.303,971.527,1181.663,,,,
,,734.873,554.885,652.579,1055.073,876.086,909.256,1214.373,1423.376,1348.465,1045.004,1102.998,1122.825,,,,
,,713.056,614.391,640.01,1076.934,897.109,926.715,1257.782,1302.638,1378.818,1349.349,999.443,1466.251,,,,
,,731.683,597.983,636.108,1112.847,868.814,958.222,1310.842,1460.599,1299.113,1370.514,1361.675,1128.162,,,,
,,1238.497,1251.796,1253.976,1321.208,1249.359,1265.804,1323.132,1595.054,1658.646,1397.172,1260.361,1340.835,,,,
,,165.872,170.392,165.331,165.178,164.449,181.589,174.092,183.039,191.444,56.456,55.335,56.127,,,,
,,,,,,,,,,,,,,,,,
45:00:00,36.9,436.88,424.043,428.745,666.562,657.906,651.968,902.935,999.808,1086.788,170.228,181.006,217.757,,,,
,,427.865,415.631,422.637,721.163,611.531,605.243,907.813,890.677,1114.221,1033.225,965.865,936.649,,,,
,,430.219,414.732,424.985,718.174,572.798,595.948,846.415,1002.819,1106.939,1047.808,973.655,1186.701,,,,
,,747.998,562.238,658.118,1051.906,881.826,926.415,1234.879,1435.619,1373.856,1045.83,1103.917,1125.796,,,,
,,720.642,620.681,648.267,1101.518,910.925,940.636,1271.489,1292.245,1389.37,1374.882,1010.485,1469.315,,,,
,,734.062,617.317,651.022,1112.041,870.772,959.386,1285.316,1490.545,1335.741,1379.875,1370.675,1138.633,,,,
,,1243.903,1244.177,1260.39,1314.164,1279.628,1283.211,1325.455,1586.049,1626.004,1387.069,1291.478,1357.289,,,,
,,166.531,171.503,161.991,165.839,160.063,175.897,177.84,184.918,190.462,57.489,54.356,56.318,,,,
,,,,,,,,,,,,,,,,,
46:00:00,37,445.067,427.267,430.525,677.353,671.35,658.043,912.724,1009.994,1094.014,171.939,180.883,214.679,,,,
,,430.979,421.74,428.514,728.17,616.747,608.78,918.754,905.513,1134.753,1044.455,967.641,945.093,,,,
,,437.165,422.319,421.867,735.276,584.333,596.119,866.339,1016.919,1126.44,1056.47,995.039,1206.029,,,,
,,756.376,564.597,668.164,1064.145,882.483,924.732,1225.99,1459.861,1386.268,1058.689,1120.698,1134.603,,,,
,,731.349,641.921,659.364,1097.848,919.014,958.182,1264.484,1307.818,1386.262,1365.183,1013.694,1478.209,,,,
,,762.706,614.427,657.16,1126.289,893.496,960.287,1319.808,1483.921,1327.686,1398.485,1377.752,1146.965,,,,
,,1249.547,1250.828,1261.8,1318.586,1239.885,1268.217,1326.495,1607.866,1652.633,1394.361,1292.164,1353.296,,,,
,,159.94,169.313,167.368,161.989,166.954,178.086,174.379,180.175,188.439,56.279,56.056,56.287,,,,
,,,,,,,,,,,,,,,,,
47:00:00,37,446.153,434.807,439.466,683.153,684.436,667.938,932.567,1029.429,1106.683,171.786,177.045,215.441,,,,
,,445.737,430.289,432.409,742.531,632.643,619.729,922.726,909.376,1146.882,1074.6,994.446,958.561,,,,
,,446.245,429.453,433.9,739.486,583.085,603.99,894.324,1028.239,1120.441,1063.127,991.263,1226.793,,,,
,,768.427,573.442,669.327,1070.915,909.453,957.959,1247.292,1467.337,1374.136,1092.018,1155.601,1152.605,,,,
,,744.731,642.501,669.708,1109.987,938.284,960.135,1280.391,1330.335,1397.279,1375.902,1038.683,1471.157,,,,
,,759.266,627.427,673.054,1135.088,885.508,998.062,1324.143,1496.424,1346.417,1391.578,1382.14,1172.397,,,,
,,1249.885,1242.832,1249.266,1328.288,1275.518,1271.867,1310.031,1598.41,1672.335,1427.116,1308.681,1353.354,,,,
,,165.115,169.267,163.342,163.178,166.439,180.183,178.154,186.907,187.252,57.892,56.196,54.808,,,,
,,,,,,,,,,,,,,,,,
48:00:00,37,450.934,444.895,439.593,706.218,695.352,687.702,934.718,1048.051,1121.681,171.042,179.623,216.5,,,,
,,446.927,434.896,441.101,750.91,630.184,631.932,945.779,931.514,1166.532,1078.03,1000.163,964.878,,,,
,,441.979,433.658,445.729,745.944,604.516,617.823,886.524,1050.402,1154.438,1086.128,1022.882,1240.599,,,,
,,765.091,581.052,699.009,1077.841,916.923,943.799,1243.516,1490.761,1417.755,1086.704,1161.386,1178.81,,,,
,,750.844,656.244,681.981,1111.734,937.933,984.248,1276.074,1326.775,1421.621,1385.443,1032.365,1499.738,,,,
,,773.74,636.804,666.437,1167.084,912.365,990.099,1323.336,1507.726,1340.062,1433.401,1414.242,1172.814,,,,
,,1261.896,1270.467,1268.255,1318.285,1275.357,1288.401,1331.786,1618.142,1669.115,1438.884,1323.347,1378.814,,,,
,,161.199,172.32,167.158,164.264,160.83,179.884,176.405,185.696,192.21,58.212,54.693,55.489,,,,
,,,,,,,,,,,,,,,,,
49:00:00,36.9,467.156,443.31,449.006,703.5,703.844,681.615,953.844,1055.417,1131.495,170.612,181.145,213.63,,,,
,,452.465,438.194,445.711,758.283,650.197,642.023,935.314,942.363,1169.694,1079.547,1014.648,981.263,,,,
,,460.491,439.883,445.65,761.221,603.311,621.433,915.903,1060.978,1151.33,1105.351,1025.804,1244.971,,,,
,,789.974,583.846,684.555,1084.518,927.69,971.574,1259.05,1474.733,1392.636,1112.106,1185.74,1179.033,,,,
,,762.691,659.5,681.534,1136.752,959.044,984.289,1291.468,1333.486,1419.81,1399.562,1041.457,1484.218,,,,
,,777.789,650.199,686.57,1158.185,904.496,1012.596,1335.839,1550.841,1372.564,1424.718,1404.261,1168.179,,,,
,,1237.087,1247.916,1276.282,1334.212,1257.036,1297.593,1303.614,1597.863,1665.397,1447.632,1333.774,1377.427,,,,
,,160.589,171.729,163.89,167.144,165.66,178.646,177.531,186.169,192.352,58.146,56.664,56.849,,,,
,,,,,,,,,,,,,,,,,
50:00:00,37,464.13,447.627,450.241,709.815,711.736,696.543,952.429,1061.586,1133.94,173.014,177.413,215.001,,,,
,,457.17,444.558,449.757,762.769,640.744,647.406,961.657,942.044,1184.704,1097.971,1010.746,976.882,,,,
,,455.389,444.059,447.819,768.723,613.817,629.324,895.566,1057.588,1169.508,1108.003,1054.613,1256.65,,,,
,,783.454,601.589,702.948,1094.099,939.703,977.478,1245.871,1503.217,1416.64,1111.25,1184.71,1188.339,,,,
,,762.983,660.009,692.442,1129.287,952.666,990.798,1264.799,1326.798,1433.903,1398.031,1043.747,1505.154,,,,
,,791.595,646.079,684.101,1177.294,924.198,998.271,1317.719,1526.473,1352.824,1440.04,1430.968,1159.949,,,,
,,1252.98,1260.82,1270.602,1324.101,1278.258,1283.134,1328.044,1615.546,1654.609,1435.515,1312.215,1376.925,,,,
,,161.939,171.938,166.278,164.698,162.477,180.074,175.166,189.206,189.297,57.912,56.476,56.506,,,,
,,,,,,,,,,,,,,,,,
51:00:00,37,470.278,448.185,456.864,716.76,713.869,693.307,963.263,1066.159,1142.588,166.754,180.087,214.816,,,,
,,459.947,445.449,454.872,769.451,647.538,650.285,965.515,951.432,1199.059,1102.495,1030.868,981.115,,,,
,,462.83,446.231,455.686,779.83,626.758,635.87,905.036,1071.264,1147.022,1112.057,1054.051,1255.776,,,,
,,793.719,595.728,711.961,1092.99,938.77,967.134,1235.13,1493.897,1407.718,1141.46,1204.02,1201.744,,,,
,,766.194,663.499,697.229,1134.932,964.28,993.396,1270.968,1344.308,1422.63,1393.995,1048.354,1480.385,,,,
,,796.225,658.385,699.129,1175.543,935.873,1028.299,1323.814,1531.311,1364.839,1437.92,1412.018,1163.415,,,,
,,1235.224,1235.317,1245.741,1324.483,1254.81,1270.384,1317.153,1586.054,1642.726,1438.106,1338.515,1383.873,,,,
,,162.362,170.401,165.773,165.918,164.191,177.692,173.926,185.616,191.983,56.573,57.061,54.789,,,,
,,,,,,,,,,,,,,,,,
52:00:00,37,468.081,454.782,464.782,722.743,729.697,715.618,973.518,1077.743,1161.016,171.808,177.618,214.747,,,,
,,458.757,456.285,467.646,785.669,661.107,660.706,965.78,961.926,1200.767,1111.736,1044.282,992.867,,,,
,,466.501,451.874,452.177,783.896,638.531,653.641,924.837,1085.747,1186.687,1129.02,1044.244,1279.86,,,,
,,798.219,610.006,716.044,1113.181,960.072,978.862,1238.417,1517.714,1425.838,1127.545,1217.405,1221.879,,,,
,,786.688,678.116,708.96,1143.481,977.645,1020.897,1285.531,1344.638,1447.472,1441.202,1053.728,1497.034,,,,
,,798.491,663.997,697.589,1187.484,942.445,1021.255,1329.371,1535.146,1375.836,1437.446,1449.942,1166.359,,,,
,,1248.257,1258.469,1258.501,1330.474,1256.045,1282.802,1326.153,1608.719,1633.67,1461.427,1362.71,1399.982,,,,
,,162.448,172.227,169.006,164.891,165.929,177.184,176.586,186.348,189.833,55.708,55.234,55.291,,,,
,,,,,,,,,,,,,,,,,
53:00:00,37,481.323,469.554,469.018,737.662,742.926,720.017,988.454,1110.015,1169.893,170.597,182.848,215.545,,,,
,,477.074,459.268,473.056,799.096,679.777,668.281,982.671,979.609,1221.248,1142.749,1071.564,1012.086,,,,
,,482.727,460.552,462.6,793.045,652.069,660.703,942.19,1107.306,1194.228,1144.793,1061.833,1292.481,,,,
,,814.439,613.028,727.1,1136.378,973.007,1001.427,1263.677,1514.99,1429.655,1157.753,1233.585,1236.118,,,,
,,799.089,702.743,717.843,1162.329,983.752,1025.201,1290.109,1368.602,1466.392,1451.121,1068.687,1495.372,,,,
,,829.577,672.205,720.431,1197.636,942.247,1057.182,1347.474,1577.98,1403.572,1460.371,1447.046,1185.49,,,,
,,1234.212,1254.479,1276.615,1336.225,1290.524,1298.15,1306.994,1630.584,1668.616,1482.691,1370.773,1392.452,,,,
,,164.292,172.937,165.055,163.341,168.442,182.369,178.027,189.521,190.027,56.697,56.959,56.253,,,,
,,,,,,,,,,,,,,,,,
54:00:00,37,487.382,467.91,471.788,742.96,744.357,730.871,991.554,1112.407,1183.258,172.168,182.578,214.333,,,,
,,482.747,464.13,467.521,798.686,677.57,679.295,994.79,986.923,1241.356,1130.593,1053.243,1005.331,,,,
,,476.063,466.987,477.403,809.506,650.975,665.608,932.519,1114.58,1225.139,1157.096,1099.72,1312.764,,,,
,,820.561,628.572,731.858,1119.883,966.116,1013.125,1265.275,1537.246,1443.732,1154.072,1249.747,1234.961,,,,
,,802.445,699.345,725.432,1183.326,990.911,1029.237,1297.641,1358.355,1466.462,1435.181,1055.119,1531.574,,,,
,,811.408,678.997,731.018,1189.836,954.559,1053.057,1319.178,1578.416,1391.784,1484.338,1476.063,1167.825,,,,
,,1252.593,1273.984,1259.3,1329.434,1287.235,1296.525,1326.952,1623.229,1642.909,1479.917,1345.77,1386.343,,,,
,,161.653,175.035,166.248,164.801,164.515,182.159,178.179,188.982,190.577,57.307,55.071,55.861,,,,
,,,,,,,,,,,,,,,,,
55:00:00,37,490.903,476.942,478.975,741.871,751.601,735.776,998.044,1100.812,1182.789,171.572,177.747,212.218,,,,
,,485.642,466.211,480.366,801.807,692.801,683.443,987.867,984.174,1248.074,1150.396,1068.434,1012.575,,,,
,,485.59,468.825,471.712,808.474,662.725,674.048,949.617,1121.817,1195.023,1158.155,1109.062,1311.792,,,,
,,832.401,616.107,730.729,1131.394,986.546,1010.368,1245.993,1517.919,1435.94,1183.812,1238.232,1230.629,,,,
,,810.924,715.644,725.091,1159.766,996.124,1036.127,1295.346,1384.613,1453.676,1444.948,1064.489,1500.304,,,,
,,816.9,685.81,729.973,1200.437,951.665,1067.322,1342.642,1560.546,1386.806,1459.019,1456.852,1182.839,,,,
,,1252.545,1245.292,1271.189,1332.486,1274.073,1280.421,1299.919,1606.792,1667.898,1485.898,1357.224,1397.959,,,,
,,165.017,173.789,162.215,163.085,165.488,179.578,178.1,187.741,190.841,57.43,55.282,56.315,,,,
,,,,,,,,,,,,,,,,,
56:00:00,36.9,495.054,477.443,483.45,754.301,756.563,743.122,1008.075,1116.346,1189.183,168.914,179.69,211.83,,,,
,,484.548,472.98,479.776,818.376,690.64,685.137,1006.508,999.842,1245.951,1153.183,1071.151,1021.617,,,,
,,481.642,469.712,483.544,815.167,662.404,679.366,944.74,1123.826,1226.979,1162.093,1101.719,1310.697,,,,
,,828.307,637.346,754.502,1134.352,970.293,1013.353,1247.584,1529.003,1453.777,1174.832,1252.534,1255.14,,,,
,,809.305,707.208,737.062,1164.679,995.688,1035.053,1278.625,1376.693,1458.526,1435.686,1063.929,1502.274,,,,
,,837.637,692.184,733.609,1210.208,965.697,1069.299,1321.031,1575.004,1379.577,1482.274,1470.031,1171.972,,,,
,,1246.329,1243.977,1252.995,1316.716,1253.332,1276.217,1317.31,1605.176,1650.375,1465.436,1381.785,1397.867,,,,
,,163.63,172.917,168.444,164.348,163.285,180.003,175.066,186.25,190.614,56.204,54.615,55.118,,,,
,,,,,,,,,,,,,,,,,
57:00:00,37,497.505,487.362,491.991,756.976,767.942,752.12,1011.693,1138.312,1214.979,168.425,178.203,215.871,,,,
,,494.697,484.581,482.578,829.686,714.279,696.333,1004.99,1006.009,1274.93,1170.126,1086.459,1026.064,,,,
,,499.49,477.834,494.474,829.09,661.782,686.935,971.078,1143.859,1214.383,1188.597,1111.642,1329.03,,,,
,,857.344,636.278,754.521,1149.2,991.329,1033.173,1271.157,1528.141,1454.6,1196.344,1294.095,1252.333,,,,
,,832.593,715.724,744.02,1184.849,1014.179,1049.977,1301.38,1374.995,1465.971,1456.023,1068.469,1518.292,,,,
,,844.83,707.658,752.575,1207.634,963.186,1073.324,1343.239,1606.669,1396.567,1482.361,1502.807,1200.496,,,,
,,1239.923,1249.423,1271.072,1334.084,1276.431,1303.335,1304.939,1595.746,1670.145,1497.058,1359.342,1395.567,,,,
,,163.561,173.897,165.729,166.755,163.159,179.845,180.146,186.942,192.631,56.253,55.996,56.8,,,,
